timestamp,matrix_size,response_time_ms
2025-07-28T15:01:53.337382,0,3320.8770751953125
2025-07-28T15:01:53.491307,200,152.60791778564453
2025-07-28T15:01:53.608814,400,116.93167686462402
2025-07-28T15:01:53.721780,600,112.30611801147461
2025-07-28T15:01:53.832852,800,110.54277420043945
2025-07-28T15:01:53.950590,1000,116.96505546569824
2025-07-28T15:01:54.065865,1200,114.75014686584473
2025-07-28T15:01:54.184230,1400,117.59018898010254
2025-07-28T15:01:54.301858,1600,115.45491218566895
2025-07-28T15:01:54.417189,1800,114.82810974121094
2025-07-28T15:01:54.543041,2000,125.30112266540527
2025-07-28T15:01:54.673581,2200,129.99391555786133
2025-07-28T15:01:54.820413,2400,146.20709419250488
2025-07-28T15:01:54.987883,2600,166.46122932434082
2025-07-28T15:01:55.165047,2800,176.45788192749023
2025-07-28T15:01:55.357069,3000,191.55597686767578
2025-07-28T15:01:55.613816,3200,256.1197280883789
2025-07-28T15:01:55.867812,3400,253.35407257080078
2025-07-28T15:01:56.140380,3600,271.87609672546387
2025-07-28T15:01:56.428576,3800,287.5211238861084
2025-07-28T15:01:56.767238,4000,338.0932807922363
2025-07-28T15:01:57.117500,4200,349.53808784484863
2025-07-28T15:01:57.504839,4400,386.6767883300781
2025-07-28T15:01:57.943094,4600,437.53790855407715
2025-07-28T15:01:58.409568,4800,464.3728733062744
2025-07-28T15:01:58.966441,5000,555.4578304290771
2025-07-28T15:01:59.521902,5200,554.9561977386475
2025-07-28T15:02:00.125872,5400,603.1308174133301
2025-07-28T15:02:00.805905,5600,679.3689727783203
2025-07-28T15:02:01.533119,5800,726.7613410949707
2025-07-28T15:02:02.342538,6000,808.7310791015625
2025-07-28T15:02:03.267708,6200,924.5529174804688
2025-07-28T15:02:04.190928,6400,922.7168560028076
2025-07-28T15:02:05.170132,6600,978.5263538360596
