timestamp,matrix_size,response_time_ms
2025-07-31T09:30:11.446462,1414,2368.6349391937256
2025-07-31T09:30:13.557995,856,109.62581634521484
2025-07-31T09:30:34.525673,18458,18966.98522567749
2025-07-31T09:30:36.740964,2843,208.63699913024902
2025-07-31T09:30:39.400650,4954,654.3359756469727
2025-07-31T09:30:43.980758,8807,2574.662923812866
2025-07-31T09:30:46.105827,1826,119.85111236572266
2025-07-31T09:30:49.801646,8224,1689.9609565734863
2025-07-31T09:30:52.405331,4875,597.8531837463379
2025-07-31T09:31:00.003221,11829,5593.280792236328
2025-07-31T09:31:22.672781,18707,20662.9900932312
2025-07-31T09:31:26.662706,7975,1983.8440418243408
2025-07-31T09:31:38.348479,14463,9682.761907577515
2025-07-31T09:31:40.547683,2779,196.3939666748047
2025-07-31T09:31:47.414855,11077,4861.454248428345
2025-07-31T09:31:51.593778,15004,2175.948143005371
2025-07-31T09:31:55.869192,16387,2270.970106124878
2025-07-31T09:31:57.972870,1373,100.06308555603027
2025-07-31T09:32:01.425237,12477,1449.5258331298828
2025-07-31T09:32:03.559705,1724,132.8580379486084
2025-07-31T09:32:08.774104,19566,3208.8191509246826
2025-07-31T09:32:11.962225,11407,1182.3012828826904
2025-07-31T09:32:14.064041,1390,96.95720672607422
2025-07-31T09:32:18.946838,18580,2877.013921737671
2025-07-31T09:32:23.646563,17584,2693.920135498047
2025-07-31T09:32:27.063656,12758,1411.2777709960938
2025-07-31T09:32:31.265853,16012,2196.7592239379883
2025-07-31T09:32:35.320446,15093,2050.475835800171
2025-07-31T09:32:37.424016,533,99.63393211364746
2025-07-31T09:32:41.566266,15486,2136.5609169006348
2025-07-31T09:32:43.674408,1290,102.49018669128418
2025-07-31T09:32:45.892506,3691,212.25476264953613
2025-07-31T09:32:50.713109,18294,2814.762592315674
2025-07-31T09:32:53.012372,5209,293.34378242492676
2025-07-31T09:32:56.069021,10915,1055.7219982147217
2025-07-31T09:33:01.222039,19407,3147.429943084717
2025-07-31T09:33:06.195594,18839,2971.9128608703613
2025-07-31T09:33:11.338225,19251,3138.674259185791
2025-07-31T09:33:15.359712,14927,2016.1023139953613
2025-07-31T09:33:17.503902,2526,141.66617393493652
2025-07-31T09:33:19.603410,20,93.76835823059082
2025-07-31T09:33:21.706255,734,101.70578956604004
2025-07-31T09:33:25.455936,14175,1744.7187900543213
2025-07-31T09:33:30.433244,18799,2973.0710983276367
2025-07-31T09:33:32.540841,852,101.27496719360352
2025-07-31T09:33:34.629213,1362,84.4719409942627
2025-07-31T09:33:36.862733,4395,231.60815238952637
2025-07-31T09:33:38.960251,720,96.09484672546387
2025-07-31T09:33:42.290628,11696,1324.7528076171875
2025-07-31T09:33:44.362475,23,70.80292701721191
2025-07-31T09:33:46.499327,2145,135.46490669250488
2025-07-31T09:33:49.356485,9011,851.3431549072266
2025-07-31T09:33:53.047817,13952,1689.5132064819336
2025-07-31T09:33:57.093568,15424,2040.0006771087646
2025-07-31T09:33:59.700712,7436,605.2021980285645
2025-07-31T09:34:02.428240,8813,722.0008373260498
2025-07-31T09:34:04.535373,245,101.38082504272461
2025-07-31T09:34:09.837415,19689,3296.213150024414
2025-07-31T09:34:12.807567,10142,966.4890766143799
2025-07-31T09:34:14.924371,2279,112.55502700805664
2025-07-31T09:34:17.017260,1265,89.57195281982422
2025-07-31T09:34:19.150883,1977,128.94916534423828
2025-07-31T09:34:21.791903,8172,635.6167793273926
2025-07-31T09:34:25.812525,15100,2016.4721012115479
2025-07-31T09:34:28.167733,5666,352.9362678527832
2025-07-31T09:34:30.505995,5513,334.34391021728516
2025-07-31T09:34:35.067427,17347,2560.1959228515625
2025-07-31T09:34:37.431655,5743,359.8771095275879
2025-07-31T09:34:39.576240,2014,139.16802406311035
2025-07-31T09:34:42.091166,7199,513.1492614746094
2025-07-31T09:34:45.677435,13205,1582.2091102600098
2025-07-31T09:34:50.301913,17589,2618.7970638275146
2025-07-31T09:34:54.891064,17386,2586.3900184631348
2025-07-31T09:34:57.448056,7553,551.7339706420898
