"Time","0"
2025-07-28 10:27:30,0.0799%
2025-07-28 10:30:00,0.129%
2025-07-28 10:32:30,0.699%
2025-07-28 10:35:00,0.969%
2025-07-28 10:37:30,0.106%
2025-07-28 10:40:00,0.0944%
2025-07-28 10:42:30,0.0840%
