Timestamp,User Count,Type,Name,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%,Total Request Count,Total Failure Count,Total Median Response Time,Total Average Response Time,Total Min Response Time,Total Max Response Time,Total Average Content Size
1753708320,0,,Aggregated,0.000000,0.000000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,0,0.0,0,0,0
1753708321,0,,Aggregated,0.000000,0.000000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,0,0.0,0,0,0
1753708322,0,,Aggregated,0.000000,0.000000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,0,0.0,0,0,0
1753708323,0,,Aggregated,0.000000,0.000000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,0,0.0,0,0,0
1753708324,0,,Aggregated,0.000000,0.000000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,0,0.0,0,0,0
1753708325,0,,Aggregated,0.000000,0.000000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,0,0.0,0,0,0
1753708326,0,,Aggregated,0.000000,0.000000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,0,0.0,0,0,0
1753708327,0,,Aggregated,0.000000,0.000000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,0,0.0,0,0,0
1753708328,0,,Aggregated,0.000000,0.000000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,0,0.0,0,0,0
1753708329,0,,Aggregated,0.000000,0.000000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,0,0.0,0,0,0
1753708330,0,,Aggregated,0.000000,0.000000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,0,0.0,0,0,0
1753708331,0,,Aggregated,0.000000,0.000000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,0,0.0,0,0,0
1753708332,0,,Aggregated,0.000000,0.000000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,0,0.0,0,0,0
1753708333,0,,Aggregated,0.000000,0.000000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,0,0.0,0,0,0
1753708334,0,,Aggregated,0.000000,0.000000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,0,0.0,0,0,0
1753708335,0,,Aggregated,0.000000,0.000000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,0,0.0,0,0,0
1753708336,0,,Aggregated,0.000000,0.000000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,0,0.0,0,0,0
1753708337,0,,Aggregated,0.000000,0.000000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,0,0.0,0,0,0
1753708338,0,,Aggregated,0.000000,0.000000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,0,0.0,0,0,0
1753708339,0,,Aggregated,0.000000,0.000000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,0,0.0,0,0,0
1753708340,0,,Aggregated,0.000000,0.000000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,0,0.0,0,0,0
1753708341,0,,Aggregated,0.000000,0.000000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,0,0.0,0,0,0
1753708342,0,,Aggregated,0.000000,0.000000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,0,0.0,0,0,0
1753708343,0,,Aggregated,0.000000,0.000000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,0,0.0,0,0,0
1753708344,0,,Aggregated,0.000000,0.000000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,0,0.0,0,0,0
1753708345,0,,Aggregated,0.000000,0.000000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,0,0.0,0,0,0
1753708346,0,,Aggregated,0.000000,0.000000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,0,0.0,0,0,0
1753708347,0,,Aggregated,0.000000,0.000000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,0,0.0,0,0,0
1753708348,0,,Aggregated,0.000000,0.000000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,0,0.0,0,0,0
1753708349,0,,Aggregated,0.000000,0.000000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,0,0.0,0,0,0
1753708350,0,,Aggregated,0.000000,0.000000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,0,0.0,0,0,0
1753708351,0,,Aggregated,0.000000,0.000000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,0,0.0,0,0,0
1753708352,0,,Aggregated,0.000000,0.000000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,0,0.0,0,0,0
1753708353,0,,Aggregated,0.000000,0.000000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,0,0.0,0,0,0
1753708354,0,,Aggregated,0.000000,0.000000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,0,0.0,0,0,0
1753708355,0,,Aggregated,0.000000,0.000000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,0,0.0,0,0,0
1753708356,0,,Aggregated,0.000000,0.000000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,0,0.0,0,0,0
1753708357,0,,Aggregated,0.000000,0.000000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,0,0.0,0,0,0
1753708358,0,,Aggregated,0.000000,0.000000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,0,0.0,0,0,0
1753708359,0,,Aggregated,0.000000,0.000000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,0,0.0,0,0,0
1753708360,0,,Aggregated,0.000000,0.000000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,0,0.0,0,0,0
1753708361,0,,Aggregated,0.000000,0.000000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,0,0.0,0,0,0
1753708362,0,,Aggregated,0.000000,0.000000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,0,0.0,0,0,0
1753708363,0,,Aggregated,0.000000,0.000000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,0,0.0,0,0,0
1753708364,0,,Aggregated,0.000000,0.000000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,0,0.0,0,0,0
1753708365,0,,Aggregated,0.000000,0.000000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,0,0.0,0,0,0
1753708366,0,,Aggregated,0.000000,0.000000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,0,0.0,0,0,0
1753708367,0,,Aggregated,0.000000,0.000000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,0,0.0,0,0,0
1753708368,0,,Aggregated,0.000000,0.000000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,0,0.0,0,0,0
1753708369,0,,Aggregated,0.000000,0.000000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,0,0.0,0,0,0
1753708370,1,,Aggregated,0.000000,0.000000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,0,0.0,0,0,0
1753708371,1,,Aggregated,0.000000,0.000000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,0,0.0,0,0,0
1753708372,1,,Aggregated,0.000000,0.000000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,0,0.0,0,0,0
1753708373,1,POST,/matrix-multiplication,0.000000,0.000000,0,0,0,0,0,0,0,0,0,0,0,1,0,3112.452250003116,3112.452250003116,3112.452250003116,3112.452250003116,42.0
1753708373,1,,Aggregated,0.000000,0.000000,3100,3100,3100,3100,3100,3100,3100,3100,3100,3100,3100,1,0,3112.452250003116,3112.452250003116,3112.452250003116,3112.452250003116,42.0
1753708374,1,POST,/matrix-multiplication,0.000000,0.000000,0,0,0,0,0,0,0,0,0,0,0,1,0,3112.452250003116,3112.452250003116,3112.452250003116,3112.452250003116,42.0
1753708374,1,,Aggregated,0.000000,0.000000,3100,3100,3100,3100,3100,3100,3100,3100,3100,3100,3100,1,0,3112.452250003116,3112.452250003116,3112.452250003116,3112.452250003116,42.0
1753708375,1,POST,/matrix-multiplication,0.000000,0.000000,3100,3100,3100,3100,3100,3100,3100,3100,3100,3100,3100,2,0,22.188167000422254,1567.3202085017692,22.188167000422254,3112.452250003116,45.0
1753708375,1,,Aggregated,0.000000,0.000000,3100,3100,3100,3100,3100,3100,3100,3100,3100,3100,3100,2,0,22.188167000422254,1567.3202085017692,22.188167000422254,3112.452250003116,45.0
1753708376,1,POST,/matrix-multiplication,0.000000,0.000000,3100,3100,3100,3100,3100,3100,3100,3100,3100,3100,3100,2,0,22.188167000422254,1567.3202085017692,22.188167000422254,3112.452250003116,45.0
1753708376,1,,Aggregated,0.000000,0.000000,3100,3100,3100,3100,3100,3100,3100,3100,3100,3100,3100,2,0,22.188167000422254,1567.3202085017692,22.188167000422254,3112.452250003116,45.0
1753708377,1,POST,/matrix-multiplication,0.200000,0.000000,22,22,3100,3100,3100,3100,3100,3100,3100,3100,3100,3,0,22,1051.9277363297685,21.142791985766962,3112.452250003116,46.0
1753708377,1,,Aggregated,0.200000,0.000000,22,22,3100,3100,3100,3100,3100,3100,3100,3100,3100,3,0,22,1051.9277363297685,21.142791985766962,3112.452250003116,46.0
1753708378,1,POST,/matrix-multiplication,0.200000,0.000000,22,22,3100,3100,3100,3100,3100,3100,3100,3100,3100,3,0,22,1051.9277363297685,21.142791985766962,3112.452250003116,46.0
1753708378,1,,Aggregated,0.200000,0.000000,22,22,3100,3100,3100,3100,3100,3100,3100,3100,3100,3,0,22,1051.9277363297685,21.142791985766962,3112.452250003116,46.0
1753708379,1,POST,/matrix-multiplication,0.285714,0.000000,22,22,3100,3100,3100,3100,3100,3100,3100,3100,3100,4,0,21,793.5691877501085,18.49354201112874,3112.452250003116,46.5
1753708379,1,,Aggregated,0.285714,0.000000,22,22,3100,3100,3100,3100,3100,3100,3100,3100,3100,4,0,21,793.5691877501085,18.49354201112874,3112.452250003116,46.5
1753708380,1,POST,/matrix-multiplication,0.285714,0.000000,22,22,3100,3100,3100,3100,3100,3100,3100,3100,3100,4,0,21,793.5691877501085,18.49354201112874,3112.452250003116,46.5
1753708380,1,,Aggregated,0.285714,0.000000,22,22,3100,3100,3100,3100,3100,3100,3100,3100,3100,4,0,21,793.5691877501085,18.49354201112874,3112.452250003116,46.5
1753708381,1,POST,/matrix-multiplication,0.285714,0.000000,22,22,3100,3100,3100,3100,3100,3100,3100,3100,3100,4,0,21,793.5691877501085,18.49354201112874,3112.452250003116,46.5
1753708381,1,,Aggregated,0.285714,0.000000,22,22,3100,3100,3100,3100,3100,3100,3100,3100,3100,4,0,21,793.5691877501085,18.49354201112874,3112.452250003116,46.5
1753708382,1,POST,/matrix-multiplication,0.333333,0.000000,22,22,22,3100,3100,3100,3100,3100,3100,3100,3100,5,0,22,639.2321002029348,18.49354201112874,3112.452250003116,46.8
1753708382,1,,Aggregated,0.333333,0.000000,22,22,22,3100,3100,3100,3100,3100,3100,3100,3100,5,0,22,639.2321002029348,18.49354201112874,3112.452250003116,46.8
1753708383,1,POST,/matrix-multiplication,0.333333,0.000000,22,22,22,3100,3100,3100,3100,3100,3100,3100,3100,5,0,22,639.2321002029348,18.49354201112874,3112.452250003116,46.8
1753708383,1,,Aggregated,0.333333,0.000000,22,22,22,22,22,22,22,22,22,22,22,5,0,22,639.2321002029348,18.49354201112874,3112.452250003116,46.8
1753708384,1,POST,/matrix-multiplication,0.400000,0.000000,22,22,22,25,25,25,25,25,25,25,25,6,0,22,536.8358473351691,18.49354201112874,3112.452250003116,47.0
1753708384,1,,Aggregated,0.400000,0.000000,22,22,22,25,25,25,25,25,25,25,25,6,0,22,536.8358473351691,18.49354201112874,3112.452250003116,47.0
1753708385,1,POST,/matrix-multiplication,0.400000,0.000000,22,22,22,25,25,25,25,25,25,25,25,6,0,22,536.8358473351691,18.49354201112874,3112.452250003116,47.0
1753708385,1,,Aggregated,0.400000,0.000000,22,22,22,25,25,25,25,25,25,25,25,6,0,22,536.8358473351691,18.49354201112874,3112.452250003116,47.0
1753708386,1,POST,/matrix-multiplication,0.500000,0.000000,22,25,25,26,26,26,26,26,26,26,26,7,0,22,463.9118631436889,18.49354201112874,3112.452250003116,47.142857142857146
1753708386,1,,Aggregated,0.500000,0.000000,22,25,25,26,26,26,26,26,26,26,26,7,0,22,463.9118631436889,18.49354201112874,3112.452250003116,47.142857142857146
1753708387,1,POST,/matrix-multiplication,0.500000,0.000000,22,25,25,26,26,26,26,26,26,26,26,7,0,22,463.9118631436889,18.49354201112874,3112.452250003116,47.142857142857146
1753708387,1,,Aggregated,0.500000,0.000000,22,25,25,26,26,26,26,26,26,26,26,7,0,22,463.9118631436889,18.49354201112874,3112.452250003116,47.142857142857146
1753708388,1,POST,/matrix-multiplication,0.500000,0.000000,25,26,26,30,30,30,30,30,30,30,30,8,0,22,409.6895937509544,18.49354201112874,3112.452250003116,47.25
1753708388,1,,Aggregated,0.500000,0.000000,25,26,26,30,30,30,30,30,30,30,30,8,0,22,409.6895937509544,18.49354201112874,3112.452250003116,47.25
1753708389,1,POST,/matrix-multiplication,0.500000,0.000000,25,26,26,30,30,30,30,30,30,30,30,8,0,22,409.6895937509544,18.49354201112874,3112.452250003116,47.25
1753708389,1,,Aggregated,0.500000,0.000000,25,26,26,30,30,30,30,30,30,30,30,8,0,22,409.6895937509544,18.49354201112874,3112.452250003116,47.25
1753708390,1,POST,/matrix-multiplication,0.500000,0.000000,26,28,28,30,30,30,30,30,30,30,30,9,0,25,367.3131065572509,18.49354201112874,3112.452250003116,47.333333333333336
1753708390,1,,Aggregated,0.500000,0.000000,26,28,28,30,30,30,30,30,30,30,30,9,0,25,367.3131065572509,18.49354201112874,3112.452250003116,47.333333333333336
1753708391,1,POST,/matrix-multiplication,0.500000,0.000000,26,28,28,30,30,30,30,30,30,30,30,9,0,25,367.3131065572509,18.49354201112874,3112.452250003116,47.333333333333336
1753708391,1,,Aggregated,0.500000,0.000000,26,28,28,30,30,30,30,30,30,30,30,9,0,25,367.3131065572509,18.49354201112874,3112.452250003116,47.333333333333336
1753708392,1,POST,/matrix-multiplication,0.500000,0.000000,28,30,30,34,34,34,34,34,34,34,34,10,0,25,333.9831999997841,18.49354201112874,3112.452250003116,47.4
1753708392,1,,Aggregated,0.500000,0.000000,28,30,30,34,34,34,34,34,34,34,34,10,0,25,333.9831999997841,18.49354201112874,3112.452250003116,47.4
1753708393,1,POST,/matrix-multiplication,0.500000,0.000000,28,30,30,34,34,34,34,34,34,34,34,10,0,25,333.9831999997841,18.49354201112874,3112.452250003116,47.4
1753708393,1,,Aggregated,0.500000,0.000000,28,30,30,34,34,34,34,34,34,34,34,10,0,25,333.9831999997841,18.49354201112874,3112.452250003116,47.4
1753708394,1,POST,/matrix-multiplication,0.500000,0.000000,30,34,34,35,35,35,35,35,35,35,35,11,0,26,306.83177272757433,18.49354201112874,3112.452250003116,47.72727272727273
1753708394,1,,Aggregated,0.500000,0.000000,30,34,34,35,35,35,35,35,35,35,35,11,0,26,306.83177272757433,18.49354201112874,3112.452250003116,47.72727272727273
1753708395,1,POST,/matrix-multiplication,0.500000,0.000000,30,34,34,35,35,35,35,35,35,35,35,11,0,26,306.83177272757433,18.49354201112874,3112.452250003116,47.72727272727273
1753708395,1,,Aggregated,0.500000,0.000000,30,34,34,35,35,35,35,35,35,35,35,11,0,26,306.83177272757433,18.49354201112874,3112.452250003116,47.72727272727273
1753708396,1,POST,/matrix-multiplication,0.500000,0.000000,34,35,35,38,38,38,38,38,38,38,38,12,0,26,284.3960034151678,18.49354201112874,3112.452250003116,48.0
1753708396,1,,Aggregated,0.500000,0.000000,34,35,35,38,38,38,38,38,38,38,38,12,0,26,284.3960034151678,18.49354201112874,3112.452250003116,48.0
1753708397,1,POST,/matrix-multiplication,0.500000,0.000000,34,35,35,38,38,38,38,38,38,38,38,12,0,26,284.3960034151678,18.49354201112874,3112.452250003116,48.0
1753708397,1,,Aggregated,0.500000,0.000000,34,35,35,38,38,38,38,38,38,38,38,12,0,26,284.3960034151678,18.49354201112874,3112.452250003116,48.0
1753708398,1,POST,/matrix-multiplication,0.500000,0.000000,35,38,38,43,43,43,43,43,43,43,43,13,0,28,265.813259535487,18.49354201112874,3112.452250003116,48.23076923076923
1753708398,1,,Aggregated,0.500000,0.000000,35,38,38,43,43,43,43,43,43,43,43,13,0,28,265.813259535487,18.49354201112874,3112.452250003116,48.23076923076923
1753708399,1,POST,/matrix-multiplication,0.500000,0.000000,35,38,38,43,43,43,43,43,43,43,43,13,0,28,265.813259535487,18.49354201112874,3112.452250003116,48.23076923076923
1753708399,1,,Aggregated,0.500000,0.000000,35,38,38,43,43,43,43,43,43,43,43,13,0,28,265.813259535487,18.49354201112874,3112.452250003116,48.23076923076923
1753708400,1,POST,/matrix-multiplication,0.500000,0.000000,38,42,42,43,43,43,43,43,43,43,43,14,0,28,249.8152529255354,18.49354201112874,3112.452250003116,48.42857142857143
1753708400,1,,Aggregated,0.500000,0.000000,38,42,42,43,43,43,43,43,43,43,43,14,0,28,249.8152529255354,18.49354201112874,3112.452250003116,48.42857142857143
1753708401,1,POST,/matrix-multiplication,0.500000,0.000000,38,42,42,43,43,43,43,43,43,43,43,14,0,28,249.8152529255354,18.49354201112874,3112.452250003116,48.42857142857143
1753708401,1,,Aggregated,0.500000,0.000000,38,42,42,43,43,43,43,43,43,43,43,14,0,28,249.8152529255354,18.49354201112874,3112.452250003116,48.42857142857143
1753708402,1,POST,/matrix-multiplication,0.500000,0.000000,42,43,43,44,44,44,44,44,44,44,44,15,0,30,236.1066165981659,18.49354201112874,3112.452250003116,48.6
1753708402,1,,Aggregated,0.500000,0.000000,42,43,43,44,44,44,44,44,44,44,44,15,0,30,236.1066165981659,18.49354201112874,3112.452250003116,48.6
1753708403,1,POST,/matrix-multiplication,0.500000,0.000000,42,43,43,44,44,44,44,44,44,44,44,15,0,30,236.1066165981659,18.49354201112874,3112.452250003116,48.6
1753708403,1,,Aggregated,0.500000,0.000000,42,43,43,44,44,44,44,44,44,44,44,15,0,30,236.1066165981659,18.49354201112874,3112.452250003116,48.6
1753708404,1,POST,/matrix-multiplication,0.500000,0.000000,43,44,44,62,62,62,62,62,62,62,62,16,0,30,225.2065077482257,18.49354201112874,3112.452250003116,48.75
1753708404,1,,Aggregated,0.500000,0.000000,43,44,44,62,62,62,62,62,62,62,62,16,0,30,225.2065077482257,18.49354201112874,3112.452250003116,48.75
1753708405,1,POST,/matrix-multiplication,0.500000,0.000000,43,44,44,62,62,62,62,62,62,62,62,16,0,30,225.2065077482257,18.49354201112874,3112.452250003116,48.75
1753708405,1,,Aggregated,0.500000,0.000000,43,44,44,62,62,62,62,62,62,62,62,16,0,30,225.2065077482257,18.49354201112874,3112.452250003116,48.75
1753708406,1,POST,/matrix-multiplication,0.500000,0.000000,44,57,57,62,62,62,62,62,62,62,62,17,0,34,215.28316664454692,18.49354201112874,3112.452250003116,48.88235294117647
1753708406,1,,Aggregated,0.500000,0.000000,44,57,57,62,62,62,62,62,62,62,62,17,0,34,215.28316664454692,18.49354201112874,3112.452250003116,48.88235294117647
1753708407,1,POST,/matrix-multiplication,0.500000,0.000000,44,57,57,62,62,62,62,62,62,62,62,17,0,34,215.28316664454692,18.49354201112874,3112.452250003116,48.88235294117647
1753708407,1,,Aggregated,0.500000,0.000000,44,57,57,62,62,62,62,62,62,62,62,17,0,34,215.28316664454692,18.49354201112874,3112.452250003116,48.88235294117647
1753708408,1,POST,/matrix-multiplication,0.500000,0.000000,57,60,60,62,62,62,62,62,62,62,62,18,0,34,206.63578466499328,18.49354201112874,3112.452250003116,49.0
