timestamp,matrix_size,response_time_ms
2025-08-13T10:38:36.933173,0,3313.8720989227295
2025-08-13T10:38:37.044890,200,110.87298393249512
2025-08-13T10:38:37.155218,400,110.02707481384277
2025-08-13T10:38:37.267024,600,110.8999252319336
2025-08-13T10:38:37.378819,800,111.44495010375977
2025-08-13T10:38:37.489050,1000,109.68303680419922
2025-08-13T10:38:37.593647,1200,104.1710376739502
2025-08-13T10:38:37.703120,1400,109.08007621765137
2025-08-13T10:38:37.866976,1600,163.47503662109375
2025-08-13T10:38:38.018767,1800,151.34382247924805
2025-08-13T10:38:38.134373,2000,114.94922637939453
2025-08-13T10:38:38.262526,2200,127.56919860839844
2025-08-13T10:38:38.407601,2400,144.35315132141113
2025-08-13T10:38:38.569682,2600,161.4980697631836
2025-08-13T10:38:38.790798,2800,220.61395645141602
2025-08-13T10:38:38.982144,3000,190.89198112487793
2025-08-13T10:38:39.194475,3200,211.8227481842041
2025-08-13T10:38:39.426371,3400,231.39619827270508
2025-08-13T10:38:39.688529,3600,261.58881187438965
2025-08-13T10:38:39.988458,3800,299.30686950683594
2025-08-13T10:38:40.313034,4000,323.9881992340088
2025-08-13T10:38:40.673652,4200,359.93480682373047
2025-08-13T10:38:41.059847,4400,385.8010768890381
2025-08-13T10:38:41.504172,4600,443.73393058776855
2025-08-13T10:38:42.130531,4800,625.7946491241455
2025-08-13T10:38:42.652710,5000,521.5358734130859
2025-08-13T10:38:43.205969,5200,552.3760318756104
2025-08-13T10:38:43.875539,5400,669.1460609436035
2025-08-13T10:38:44.584323,5600,708.245038986206
2025-08-13T10:38:45.310563,5800,725.6639003753662
2025-08-13T10:38:46.074292,6000,763.0372047424316
2025-08-13T10:38:46.904224,6200,829.2980194091797
2025-08-13T10:38:47.802079,6400,897.1879482269287
2025-08-13T10:38:48.795846,6600,993.1199550628662
2025-08-13T10:38:49.884538,6800,1087.998867034912
2025-08-13T10:38:51.116269,7000,1231.0140132904053
2025-08-13T10:38:52.277313,7200,1160.5257987976074
2025-08-13T10:38:53.560597,7400,1282.8969955444336
2025-08-13T10:38:54.929406,7600,1368.3393001556396
2025-08-13T10:38:56.372845,7800,1442.6937103271484
2025-08-13T10:38:57.903514,8000,1530.1008224487305
2025-08-13T10:38:59.577437,8200,1673.145055770874
2025-08-13T10:39:01.343393,8400,1765.1758193969727
2025-08-13T10:39:03.211813,8600,1867.691993713379
2025-08-13T10:39:05.258856,8800,2046.5164184570312
2025-08-13T10:39:07.382892,9000,2123.438835144043
2025-08-13T10:39:09.606811,9200,2223.1781482696533
2025-08-13T10:39:11.955455,9400,2348.4017848968506
2025-08-13T10:39:14.425404,9600,2468.999147415161
2025-08-13T10:39:17.113099,9800,2687.342882156372
2025-08-13T10:39:19.915816,10000,2801.985025405884
2025-08-13T10:39:22.861639,10200,2945.0559616088867
2025-08-13T10:39:25.942498,10400,3080.3072452545166
2025-08-13T10:39:29.224789,10600,3281.428813934326
2025-08-13T10:39:32.662016,10800,3436.771869659424
2025-08-13T10:39:36.270952,11000,3608.253002166748
2025-08-13T10:39:40.092149,11200,3820.4307556152344
2025-08-13T10:39:44.031776,11400,3938.7009143829346
2025-08-13T10:39:48.282624,11600,4249.975919723511
2025-08-13T10:39:52.981770,11800,4698.482990264893
2025-08-13T10:39:57.706101,12000,4723.689317703247
2025-08-13T10:39:57.777785,12200,
2025-08-13T10:39:57.936407,12400,
2025-08-13T10:39:58.097620,12600,
2025-08-13T10:39:58.261536,12800,
2025-08-13T10:39:58.431645,13000,
2025-08-13T10:39:58.597840,13200,
2025-08-13T10:40:04.925686,13400,6327.291250228882
2025-08-13T10:40:11.508777,13600,6582.199811935425
2025-08-13T10:40:18.221757,13800,6711.860179901123
2025-08-13T10:40:25.654351,14000,7431.940078735352
2025-08-13T10:40:32.861589,14200,7206.4149379730225
2025-08-13T10:40:40.397999,14400,7535.447835922241
2025-08-13T10:40:48.221293,14600,7822.306156158447
2025-08-13T10:40:56.610042,14800,8388.374090194702
2025-08-13T10:41:06.816232,15000,10205.532789230347
2025-08-13T10:41:15.724984,15200,8907.930850982666
2025-08-13T10:41:25.065897,15400,9340.138912200928
2025-08-13T10:41:34.738112,15600,9671.66805267334
2025-08-13T10:41:44.569879,15800,9831.295013427734
2025-08-13T10:41:57.812374,16000,13241.717100143433
2025-08-13T10:42:08.338724,16200,10525.360822677612
2025-08-13T10:42:19.315827,16400,10976.187229156494
2025-08-13T10:42:30.685221,16600,11368.690013885498
2025-08-13T10:42:43.688832,16800,13003.030061721802
2025-08-13T10:42:56.035127,17000,12345.329761505127
2025-08-13T10:43:08.556182,17200,12520.121812820435
2025-08-13T10:43:25.366723,17400,16809.66305732727
2025-08-13T10:43:38.585656,17600,13218.070030212402
2025-08-13T10:43:52.560539,17800,13974.012851715088
2025-08-13T10:44:16.528353,18000,23965.909004211426
2025-08-13T10:44:31.557038,18200,15027.703046798706
2025-08-13T10:44:46.739847,18400,15181.742191314697
2025-08-13T10:45:04.196078,18600,17455.30414581299
2025-08-13T10:45:20.566752,18800,16369.812965393066
2025-08-13T10:45:37.109816,19000,16541.499853134155
2025-08-13T10:45:55.698625,19200,18587.807178497314
2025-08-13T10:46:13.516234,19400,17816.461086273193
2025-08-13T10:46:38.395799,19600,24878.84283065796
2025-08-13T10:46:57.354577,19800,18957.46922492981
2025-08-13T10:47:17.919329,20000,20564.15605545044
