timestamp,matrix_size,response_time_ms
2025-08-13T09:30:35.018884,0,1878.9260387420654
2025-08-13T09:30:35.135010,200,114.75300788879395
2025-08-13T09:30:35.301719,400,166.18704795837402
2025-08-13T09:30:35.411640,600,109.66086387634277
2025-08-13T09:30:35.523244,800,111.43302917480469
2025-08-13T09:30:35.643646,1000,119.99320983886719
2025-08-13T09:30:35.757336,1200,113.05785179138184
2025-08-13T09:30:35.869275,1400,111.52791976928711
2025-08-13T09:30:35.980992,1600,111.0377311706543
2025-08-13T09:30:36.094381,1800,112.9908561706543
2025-08-13T09:30:36.214358,2000,119.2939281463623
2025-08-13T09:30:36.341384,2200,126.60503387451172
2025-08-13T09:30:36.480299,2400,137.33315467834473
2025-08-13T09:30:36.634987,2600,154.01673316955566
2025-08-13T09:30:36.800892,2800,165.31920433044434
2025-08-13T09:30:36.990424,3000,188.9479160308838
2025-08-13T09:30:37.202000,3200,210.51406860351562
2025-08-13T09:30:37.435128,3400,232.65671730041504
2025-08-13T09:30:37.691146,3600,255.42306900024414
2025-08-13T09:30:38.030983,3800,339.49995040893555
2025-08-13T09:30:38.341716,4000,310.02068519592285
2025-08-13T09:30:38.688532,4200,346.1449146270752
2025-08-13T09:30:39.085928,4400,396.6691493988037
2025-08-13T09:30:39.511625,4600,425.07076263427734
2025-08-13T09:30:40.009213,4800,497.2038269042969
2025-08-13T09:30:40.506354,5000,496.25611305236816
2025-08-13T09:30:41.062302,5200,555.2270412445068
2025-08-13T09:30:41.696079,5400,633.0411434173584
2025-08-13T09:30:42.327558,5600,631.1101913452148
2025-08-13T09:30:43.076948,5800,748.6741542816162
2025-08-13T09:30:43.831601,6000,754.1670799255371
2025-08-13T09:30:44.650299,6200,818.1281089782715
2025-08-13T09:30:45.529915,6400,878.9219856262207
2025-08-13T09:30:46.472367,6600,941.7779445648193
2025-08-13T09:30:47.483523,6800,1010.5977058410645
2025-08-13T09:30:48.602208,7000,1118.1466579437256
2025-08-13T09:30:49.772293,7200,1169.6839332580566
2025-08-13T09:30:51.303655,7400,1530.8270454406738
2025-08-13T09:30:52.652811,7600,1347.5289344787598
2025-08-13T09:30:54.139649,7800,1486.0947132110596
2025-08-13T09:30:55.777673,8000,1637.3159885406494
2025-08-13T09:30:57.418047,8200,1639.674186706543
2025-08-13T09:30:59.158011,8400,1739.1490936279297
2025-08-13T09:31:01.168544,8600,2009.7181797027588
2025-08-13T09:31:03.185254,8800,2015.9668922424316
2025-08-13T09:31:05.301895,9000,2115.8740520477295
2025-08-13T09:31:07.573989,9200,2271.322011947632
2025-08-13T09:31:10.012051,9400,2437.5202655792236
2025-08-13T09:31:12.570943,9600,2557.8112602233887
2025-08-13T09:31:15.236751,9800,2665.1201248168945
2025-08-13T09:31:17.968474,10000,2730.9250831604004
2025-08-13T09:31:21.061950,10200,3092.937231063843
2025-08-13T09:31:24.100757,10400,3038.1617546081543
2025-08-13T09:31:27.294487,10600,3193.3069229125977
2025-08-13T09:31:30.718466,10800,3422.3740100860596
2025-08-13T09:31:34.267721,11000,3548.713207244873
2025-08-13T09:31:38.379616,11200,4111.310958862305
2025-08-13T09:31:39.614887,11400,1234.544038772583
2025-08-13T09:31:40.735618,11600,1120.1658248901367
2025-08-13T09:31:42.064436,11800,1328.233242034912
2025-08-13T09:31:43.265473,12000,1200.2758979797363
2025-08-13T09:31:44.503258,12200,1237.0500564575195
2025-08-13T09:31:45.775861,12400,1271.881103515625
2025-08-13T09:31:47.081828,12600,1305.4289817810059
2025-08-13T09:31:48.437448,12800,1354.7940254211426
2025-08-13T09:31:49.833949,13000,1395.8020210266113
2025-08-13T09:31:51.272527,13200,1438.0247592926025
2025-08-13T09:31:52.740356,13400,1467.4270153045654
2025-08-13T09:31:54.250987,13600,1509.052038192749
2025-08-13T09:31:55.795706,13800,1544.1310405731201
2025-08-13T09:31:57.898635,14000,2102.393865585327
2025-08-13T09:31:59.575619,14200,1676.192045211792
2025-08-13T09:32:01.275221,14400,1698.8768577575684
2025-08-13T09:32:03.015681,14600,1739.7539615631104
2025-08-13T09:32:04.780892,14800,1764.408826828003
2025-08-13T09:32:06.672068,15000,1890.868902206421
2025-08-13T09:32:08.533554,15200,1860.957145690918
2025-08-13T09:32:10.476747,15400,1942.591905593872
2025-08-13T09:32:12.487622,15600,2010.1559162139893
2025-08-13T09:32:15.076342,15800,2587.385654449463
2025-08-13T09:32:17.137647,16000,2060.436010360718
2025-08-13T09:32:19.274358,16200,2136.4548206329346
2025-08-13T09:32:21.464301,16400,2189.099073410034
2025-08-13T09:32:23.677420,16600,2212.369918823242
2025-08-13T09:32:25.994733,16800,2316.0641193389893
2025-08-13T09:32:28.320201,17000,2324.598789215088
2025-08-13T09:32:30.785666,17200,2464.9980068206787
2025-08-13T09:32:33.231788,17400,2445.736885070801
2025-08-13T09:32:35.722332,17600,2489.6581172943115
2025-08-13T09:32:38.284829,17800,2560.603141784668
2025-08-13T09:32:40.956653,18000,2670.9389686584473
2025-08-13T09:32:43.626636,18200,2669.0566539764404
2025-08-13T09:32:46.817221,18400,3189.739942550659
2025-08-13T09:32:49.649396,18600,2831.3958644866943
2025-08-13T09:32:52.507805,18800,2858.0331802368164
2025-08-13T09:32:55.461267,19000,2952.852964401245
2025-08-13T09:32:58.425531,19200,2963.738203048706
2025-08-13T09:33:01.521617,19400,3094.128131866455
2025-08-13T09:33:04.704848,19600,3182.7831268310547
2025-08-13T09:33:07.877070,19800,3171.9582080841064
2025-08-13T09:33:11.117499,20000,3239.879846572876
